CropType,CropDays,SoilMoisture,temperature,Humidity,Irrigation
Maize,60,10.16,31.09,74.0,1
Wheat,63,87.72,24.78,51.13,0
Maize,140,64.63,24.13,56.3,0
Maize,68,80.21,17.96,52.37,0
Sugarcane,72,73.89,34.35,52.56,0
Sugarcane,133,31.84,34.73,68.2,1
Potato,11,33.08,13.88,67.56,1
Sugarcane,74,29.03,24.83,77.84,1
Cotton,132,39.47,37.97,76.99,0
Cotton,76,46.92,38.52,69.29,0
Rice,29,88.48,28.75,81.55,0
Potato,80,38.6,5.64,63.37,0
Potato,42,80.27,20.11,57.64,0
Wheat,38,74.67,13.54,58.3,0
Sugarcane,132,15.99,27.66,62.06,1
Cotton,136,25.42,42.38,48.23,1
Potato,26,34.2,16.14,70.71,1
Cotton,96,93.46,28.78,74.47,0
Cotton,96,32.92,29.32,53.65,0
Potato,118,24.41,7.76,66.52,1
Maize,112,88.88,19.63,58.75,0
Potato,127,66.89,23.64,77.1,0
Potato,122,87.16,15.5,72.59,0
Maize,67,45.01,24.78,78.87,0
Potato,103,57.82,19.89,86.89,0
Cotton,87,33.07,29.28,63.54,0
Cotton,124,90.58,25.88,86.33,0
Rice,136,58.79,34.43,59.63,1
Cotton,128,60.55,24.33,74.44,0
Cotton,29,88.71,27.17,66.37,0
Sugarcane,49,28.37,27.03,51.67,1
Rice,124,61.99,27.89,78.83,0
Sugarcane,41,95.0,38.57,82.73,0
Rice,120,83.16,30.42,92.63,0
Cotton,43,16.61,33.76,64.11,1
Rice,112,17.99,34.63,75.95,1
Potato,119,58.78,20.23,62.56,0
Rice,62,86.28,29.61,79.51,0
Cotton,10,45.47,30.75,74.28,0
Rice,62,16.82,29.73,85.29,1
Cotton,104,54.07,32.58,61.37,0
Sugarcane,55,65.91,33.43,64.72,0
Potato,61,35.44,11.87,73.98,0
Rice,100,16.68,36.13,101.94,1
Cotton,13,26.39,39.52,84.88,0
Wheat,16,52.82,15.91,43.45,0
Wheat,66,65.38,26.75,49.63,1
Sugarcane,30,13.09,18.49,78.46,1
Wheat,12,66.28,19.99,47.85,0
Wheat,73,36.62,18.09,57.07,0
Maize,24,46.65,23.41,61.0,0
Cotton,98,12.83,32.65,78.56,1
Cotton,54,59.26,29.37,48.77,0
Cotton,84,40.93,33.38,70.5,0
Cotton,66,69.97,21.41,54.3,0
Rice,71,51.19,25.62,93.76,1
Cotton,83,55.5,30.81,52.33,0
Wheat,31,64.68,11.61,62.92,0
Maize,18,17.4,18.27,81.16,1
Potato,42,35.54,22.78,55.1,0
Sugarcane,61,51.02,37.07,67.78,0
Maize,114,77.26,19.93,59.7,0
Rice,19,58.04,29.53,72.38,1
Wheat,99,71.58,16.75,67.17,0
Sugarcane,112,62.67,18.26,70.27,0
Rice,46,85.61,33.79,81.7,0
Sugarcane,118,65.14,35.81,83.66,0
Cotton,78,93.18,29.78,53.93,0
Sugarcane,6,23.58,32.21,53.81,1
Wheat,2,58.68,8.54,51.25,0
Sugarcane,64,41.89,27.6,51.57,0
Sugarcane,32,28.15,32.86,72.13,1
Rice,130,88.54,29.05,77.3,0
Cotton,113,20.78,27.34,76.33,1
Maize,122,33.97,19.18,70.39,1
Potato,47,35.68,32.06,78.26,0
Sugarcane,106,85.93,29.23,69.04,0
Wheat,94,14.87,25.07,34.86,1
Wheat,79,43.63,27.02,76.65,0
Potato,122,61.02,29.74,68.2,0
Maize,127,47.53,22.12,75.44,0
Rice,4,26.74,37.94,76.16,1
Wheat,30,28.55,20.36,56.71,1
Sugarcane,71,75.61,32.92,73.89,0
Wheat,111,25.44,25.39,66.42,1
Sugarcane,93,85.57,31.96,74.86,0
Maize,25,38.4,28.58,59.99,0
Cotton,9,58.57,22.46,55.64,0
Rice,129,79.94,33.34,69.18,0
Wheat,20,46.0,13.77,60.72,0
Cotton,47,25.76,31.64,47.67,0
Sugarcane,111,79.64,30.22,68.77,0
Rice,31,71.25,27.33,92.23,0
Sugarcane,80,17.48,34.85,80.48,1
Potato,125,62.19,21.01,73.11,0
Rice,2,83.66,33.51,65.7,0
Potato,22,15.92,28.4,82.68,1
Wheat,29,27.81,18.51,59.46,1
Maize,6,61.66,26.48,64.28,0
Potato,140,38.86,20.59,53.88,0
Potato,1,66.15,18.71,66.76,0
Maize,120,74.69,30.51,60.32,0
Maize,18,46.26,24.96,58.24,0
Maize,28,46.34,20.63,71.88,0
Maize,103,55.86,29.72,87.12,0
Sugarcane,130,55.22,40.38,62.09,0
Maize,124,14.78,26.58,68.69,1
Maize,114,84.45,22.3,70.06,0
Sugarcane,24,36.4,29.03,83.74,1
Cotton,33,26.83,28.6,35.36,0
Wheat,77,57.82,22.34,66.15,0
Potato,3,37.23,31.01,77.35,0
Cotton,1,67.16,25.71,60.42,0
Wheat,69,90.97,24.92,57.65,0
Rice,68,48.02,28.25,85.28,1
Cotton,107,51.48,32.88,64.99,0
Sugarcane,76,53.35,37.04,75.82,0
Rice,147,81.36,32.64,70.2,0
Sugarcane,60,73.19,27.17,66.37,0
Cotton,42,37.13,25.94,59.81,0
Sugarcane,78,28.54,32.18,79.39,1
Rice,49,42.97,34.41,83.32,1
Cotton,104,27.34,29.68,61.59,0
Cotton,81,64.67,28.83,69.77,0
Potato,12,52.22,21.98,65.56,0
Wheat,60,25.33,19.54,48.35,1
Rice,82,17.66,26.69,90.74,1
Potato,90,57.18,17.07,73.62,0
Sugarcane,8,16.44,23.85,74.14,1
Rice,99,55.42,29.61,69.61,1
Sugarcane,97,63.85,25.61,46.32,0
Cotton,61,84.24,26.58,50.44,0
Potato,89,78.03,17.46,56.63,0
Cotton,139,34.87,29.49,53.28,0
Rice,58,40.43,27.55,95.68,1
Cotton,99,48.66,33.77,70.48,0
Rice,100,77.23,30.06,53.59,0
Wheat,84,63.16,31.55,52.33,0
Wheat,52,50.75,20.02,45.84,0
Potato,143,85.86,26.71,56.45,0
Cotton,121,24.03,26.35,77.53,1
Maize,31,12.63,32.22,64.06,1
Potato,41,18.57,16.84,76.94,1
Sugarcane,32,46.48,30.16,67.67,0
Cotton,117,70.38,39.84,62.66,0
Rice,97,56.37,29.41,71.53,1
Wheat,15,11.11,26.62,54.89,1
Cotton,111,94.36,30.26,58.49,0
Rice,18,62.22,28.53,70.84,0
Wheat,50,56.3,24.19,56.0,0
Potato,95,66.45,20.01,60.41,0
Potato,56,55.27,20.03,63.4,0
Maize,55,19.64,18.43,57.84,1
Potato,80,54.25,13.93,81.28,0
Maize,75,47.58,21.34,45.24,0
Cotton,68,87.08,31.27,53.5,0
Maize,10,68.51,21.24,71.59,0
Wheat,106,90.21,26.32,68.07,0
Rice,113,48.25,24.75,75.58,1
Sugarcane,3,54.97,34.79,72.46,0
Sugarcane,8,34.9,33.28,57.7,1
Potato,139,81.88,21.67,83.97,0
Wheat,114,73.13,25.68,73.1,0
Potato,11,37.22,23.5,73.28,0
Potato,18,50.21,17.64,56.55,0
Potato,1,94.75,18.2,50.28,0
Sugarcane,91,81.01,24.98,78.87,0
Cotton,32,63.84,27.53,50.56,0
Sugarcane,140,68.74,24.32,72.05,0
Maize,12,36.23,30.15,71.93,0
Rice,87,10.61,37.98,108.56,1
Maize,66,16.07,16.6,45.96,1
Cotton,18,50.13,31.14,53.3,0
Sugarcane,144,24.21,31.71,77.33,1
Wheat,41,19.58,13.64,58.78,1
Maize,132,67.3,24.63,43.44,0
Sugarcane,27,71.62,34.15,60.46,0
Cotton,49,22.89,23.66,60.06,1
Sugarcane,4,50.41,21.05,61.51,0
Potato,134,82.27,24.64,77.19,0
Wheat,51,49.57,18.7,48.78,0
Cotton,77,38.12,31.78,78.65,0
Potato,73,32.61,19.57,74.3,1
Rice,115,50.04,30.53,78.93,1
Wheat,37,67.24,25.2,60.2,0
Sugarcane,141,50.58,32.36,63.3,0
Maize,70,92.22,31.59,64.44,0
Cotton,94,86.23,33.61,54.4,0
Maize,108,39.9,26.14,50.36,0
Maize,34,20.63,24.81,68.96,1
Sugarcane,113,33.57,26.04,59.67,1
Cotton,75,86.63,28.54,51.38,0
Cotton,67,94.33,39.82,71.12,0
Cotton,96,90.01,27.04,69.08,0
Rice,19,93.23,25.94,77.11,0
Cotton,89,42.91,27.41,70.44,0
Cotton,104,63.23,21.08,67.39,0
Potato,58,34.93,23.89,75.48,1
Maize,124,48.32,22.85,74.04,0
Potato,18,55.53,14.05,80.27,0
Cotton,43,67.35,23.89,55.05,0
Sugarcane,37,58.64,20.51,82.35,0
Rice,132,33.86,36.02,86.64,1
Sugarcane,128,85.11,34.73,60.6,0
Maize,64,27.84,32.61,59.24,1
Sugarcane,61,94.74,29.33,84.73,0
Sugarcane,7,27.79,29.05,67.86,1
Cotton,51,79.93,27.19,68.39,0
Potato,135,77.65,23.39,69.52,0
Rice,102,80.58,25.74,67.38,0
Potato,120,81.68,14.72,68.29,0
Potato,79,59.04,20.6,65.5,0
Cotton,137,71.1,31.19,66.89,0
Wheat,107,59.53,17.56,68.19,0
Potato,58,45.97,13.3,84.31,0
Maize,63,60.11,28.4,62.06,0
Sugarcane,30,52.02,31.25,74.96,0
Wheat,22,16.36,21.43,49.74,1
Sugarcane,12,21.0,26.98,70.86,1
Maize,148,72.07,27.04,52.91,0
Rice,41,21.41,35.71,93.57,1
Cotton,136,51.95,34.99,65.51,0
Rice,130,82.56,28.85,88.28,0
Maize,44,28.17,25.8,72.56,1
Cotton,119,54.25,36.07,64.35,0
Rice,40,12.59,31.3,91.8,1
Potato,91,50.22,23.72,40.0,0
Maize,130,62.33,24.47,67.89,0
Potato,88,64.43,15.45,74.93,0
Maize,48,80.93,21.7,63.11,0
Wheat,77,58.6,22.34,42.25,0
Rice,25,91.67,34.05,58.68,0
Rice,22,25.51,23.1,75.85,1
Maize,43,30.66,24.59,67.0,1
Rice,23,80.42,24.33,70.49,0
Sugarcane,1,39.46,21.1,72.14,1
Sugarcane,21,36.89,29.79,70.77,1
Potato,55,28.49,23.81,63.37,1
Potato,44,53.16,18.48,65.84,0
Maize,81,85.53,20.15,60.26,0
Wheat,115,70.3,24.02,58.4,0
Cotton,127,37.28,28.8,59.51,0
Potato,123,62.43,17.7,64.67,0
Cotton,134,47.72,34.27,80.69,0
Rice,97,75.81,31.03,79.6,0
Potato,26,24.51,27.17,66.3,1
Potato,56,76.9,21.04,64.48,0
Cotton,126,60.95,30.86,68.77,0
Rice,112,92.12,30.98,72.1,0
Rice,148,47.74,35.12,81.31,1
Wheat,49,75.43,21.0,49.57,0
Potato,83,85.76,16.33,73.0,0
Potato,145,24.46,30.78,69.24,1
Rice,141,76.43,24.14,87.55,0
Potato,17,87.14,16.32,67.08,0
Rice,67,78.81,34.45,91.06,0
Rice,72,28.32,27.12,81.7,1
Rice,72,66.38,35.45,68.81,1
Potato,78,79.9,27.12,64.06,0
Wheat,5,70.08,23.47,58.46,0
Potato,112,82.53,18.31,49.27,0
Potato,111,61.66,16.27,69.84,0
Maize,31,49.71,22.22,69.51,0
Cotton,79,58.33,33.5,63.8,0
Rice,6,66.66,30.88,67.28,0
Wheat,59,74.53,27.46,68.01,0
Potato,18,41.82,21.48,60.24,0
Rice,7,63.15,24.18,88.57,0
Wheat,145,33.41,13.52,64.53,0
Sugarcane,139,11.94,28.03,78.6,1
Rice,107,12.8,25.8,79.29,1
Rice,42,38.53,24.75,84.22,1
Sugarcane,96,87.77,32.02,70.65,0
Maize,52,59.21,26.38,78.64,0
Sugarcane,48,15.15,27.9,63.23,1
Rice,105,21.06,37.18,83.68,1
Maize,4,32.14,16.63,55.12,1
Potato,144,47.32,14.64,67.62,0
Sugarcane,79,27.05,33.89,80.94,1
Rice,84,88.57,31.1,84.21,0
Cotton,51,36.39,29.23,58.74,0
Maize,54,43.77,18.59,64.33,0
Sugarcane,37,67.72,30.54,61.8,0
Wheat,139,43.41,13.36,48.23,0
Rice,104,50.56,41.19,90.85,1
Cotton,21,90.93,26.48,65.25,0
Wheat,133,45.0,21.91,64.7,0
Cotton,70,58.99,35.37,62.46,0
Potato,18,49.52,20.08,65.0,0
Cotton,96,67.22,23.01,37.2,0
Potato,66,85.7,19.97,74.56,0
Cotton,19,67.28,35.71,62.03,0
Rice,101,25.47,24.78,74.89,1
Wheat,89,40.22,22.83,73.37,0
Cotton,106,63.7,31.53,68.12,0
Cotton,77,70.9,35.65,54.31,0
Maize,24,83.95,25.53,61.92,0
Cotton,71,63.53,23.72,57.9,0
Wheat,41,18.39,18.62,55.36,1
Rice,10,58.68,19.84,78.3,1
Sugarcane,18,83.89,36.46,71.59,0
Wheat,103,14.4,13.94,69.01,1
Cotton,114,51.01,42.18,64.57,0
Maize,131,81.84,25.32,56.45,0
Wheat,6,15.33,27.89,47.89,1
Rice,59,91.12,29.18,68.93,0
Maize,10,34.43,21.49,53.02,1
Rice,16,32.12,28.04,60.67,1
Cotton,27,12.69,19.24,80.04,1
Sugarcane,16,61.52,27.23,51.5,0
Sugarcane,44,36.24,29.87,82.16,1
Potato,46,72.05,20.65,54.3,0
Potato,143,45.27,26.31,65.75,0
Wheat,114,77.0,12.69,46.88,0
Wheat,105,90.47,15.13,49.64,0
Potato,1,31.84,18.38,48.43,1
